Cluster;Reproducibility;Log2.Abundance.;Average.Spearmann.Correlation.Coefficient.between.Replicates;PearsonCorrCoeff_to_ME;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18;Maximum.Fraction;Average.Fraction;No.of.peaks;Peak.fractions;Feature.Type;Feature.Subtype;Amino.Acid.Sequence.Length;locustag_ID;locustag;genename_1;TU;annotation..cyanobase.;GO.NAME;GOT_DNA_RNA_Nucleotide;Gene_ID_IndMode;location
10;All Replicates;3.618;0.606;0.977;0;0.001;0.013;0.05;0.086;0.193;0.225;0.088;0.092;0.044;0.067;0.049;0.017;0.024;0.015;0.037;7;8.171;3;7, 9, 11;RNA;mRNA;NA;slr0721;slr0721;me;TU95;malic enzyme;NA;;me/slr0721 (mRNA / CDS) - TU95;Chr
10;All Replicates;30.821;0.981;0.996;0;0.003;0.005;0.02;0.019;0.109;0.534;0.247;0.043;0.015;0.004;0.001;0;0;0;0;7;7.1517;1;7;Protein;Protein;463;slr0721;slr0721;me;TU95;malic enzyme;NA;No_GO;me/slr0721 (Protein) - TU95;Chr
10;All Replicates;5.899;0.893;0.978;0;0;0.001;0.013;0.069;0.175;0.307;0.145;0.068;0.065;0.047;0.043;0.029;0.017;0.012;0.009;7;8.0239;1;7;RNA;mRNA;NA;sll1374;sll1374;MelB;TU1918;probable sugar transporter;organic substance transport, integral component of plasma membrane, transmembrane transport, sodium ion transport, carbohydrate transport, symporter activity, membrane, integral component of membrane, transmembrane transporter activity, plasma membrane,;;MelB/sll1374 (mRNA / CDS) - TU1918;Chr
7;All Replicates;25.654;0.875;0.939;0;0;0;0.292;0.665;0.042;0;0;0;0;0;0;0;0;0;0;5;4.7501;1;5;Protein;Protein;544;sll1374;sll1374;MelB;TU1918;probable sugar transporter;organic substance transport, integral component of plasma membrane, transmembrane transport, sodium ion transport, carbohydrate transport, symporter activity, membrane, integral component of membrane, transmembrane transporter activity, plasma membrane,;No_GO;MelB/sll1374 (Protein) - TU1918;Chr
10;All Replicates;1.996;0.274;0.762;0;0.004;0.008;0.048;0.077;0.113;0.178;0.043;0.169;0.128;0.071;0.059;0.055;0;0.049;0;7;8.6855;2;7, 9;RNA;mRNA;NA;sll1127;sll1127;menB;;1,4-dihydroxy-2-naphthoate synthase;NA;;menB/sll1127 (mRNA / CDS);Chr
10;All Replicates;28.786;0.896;0.917;0;0;0;0.015;0.148;0.285;0.267;0.229;0.042;0.011;0.002;0;0;0;0;0;6;6.7331;1;6;Protein;Protein;275;sll1127;sll1127;menB;;1,4-dihydroxy-2-naphthoate synthase;NA;No_GO;menB/sll1127 (Protein);Chr
10;All Replicates;2.493;0.433;0.812;0;0;0.006;0;0.178;0.148;0.229;0.06;0.064;0.062;0.025;0.029;0.148;0.052;0;0;7;8.3688;4;5, 7, 9, 13;RNA;aRNA;NA;sll1127-as;sll1127;menB;;1,4-dihydroxy-2-naphthoate synthase;NA;;sll1127-as (asRNA);Chr
10;All Replicates;5.809;0.797;0.894;0;0;0;0.003;0.031;0.113;0.261;0.112;0.087;0.075;0.09;0.075;0.064;0.043;0.032;0.015;7;9.2389;2;7, 11;RNA;aRNA;NA;sll1127-as2;sll1127;menB;;1,4-dihydroxy-2-naphthoate synthase;NA;;sll1127-as2 (asRNA);Chr
10;All Replicates;4.625;0.666;0.983;0;0;0.003;0.028;0.067;0.197;0.291;0.091;0.071;0.06;0.066;0.022;0.057;0.024;0.022;0;7;8.0895;2;7, 11;RNA;mRNA;NA;sll0603;sll0603;menD;TU2819;menaquinone biosynthesis protein MenD;catalytic activity, menaquinone biosynthetic process, thiamine pyrophosphate binding, 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity, metal ion binding, transferase activity, phylloquinone biosynthetic process, magnesium ion binding, manganese ion binding,;;menD/sll0603 (mRNA / CDS) - TU2819;Chr
8;All Replicates;24.286;0.597;0.649;0;0.004;0;0.099;0.194;0.185;0.059;0.085;0.239;0.111;0.012;0;0;0;0;0.013;9;7.1996;2;5, 9;Protein;Protein;595;sll0603;sll0603;menD;TU2819;menaquinone biosynthesis protein MenD;catalytic activity, menaquinone biosynthetic process, thiamine pyrophosphate binding, 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity, metal ion binding, transferase activity, phylloquinone biosynthetic process, magnesium ion binding, manganese ion binding,;No_GO;menD/sll0603 (Protein) - TU2819;Chr
8;All Replicates;12.986;0.925;-1;0;0;0.017;0.174;0.48;0.211;0.07;0.019;0.01;0.005;0.004;0.001;0.002;0.001;0.002;0.004;5;5.3918;1;5;RNA;transcript;NA;slr0817;slr0817;menF;TU1752;menaquinone-specific isochorismate synthase;transcript;;TU1752 (slr0817) - Transcr Unit;Chr
10;All Replicates;4.701;0.672;0.972;0;0;0.004;0.013;0.058;0.21;0.293;0.084;0.06;0.048;0.067;0.048;0.028;0.028;0.009;0.05;7;8.4879;2;7, 11;RNA;mRNA;NA;sll1653;sll1653;menG;TU272;2-phytyl-1,4-benzoquinone methyltransferase;methyltransferase activity, phylloquinone biosynthetic process, 2-phytyl-1,4-naphthoquinone methyltransferase activity, transferase activity, methylation,;;menG/sll1653 (mRNA / CDS) - TU272;Chr
5;All Replicates;27.72;0.737;0.979;0;0.002;0.106;0.748;0.114;0.022;0;0.002;0;0.001;0.004;0.001;0;0;0;0;4;4.0933;1;4;Protein;Protein;238;sll1653;sll1653;menG;TU272;2-phytyl-1,4-benzoquinone methyltransferase;methyltransferase activity, phylloquinone biosynthetic process, 2-phytyl-1,4-naphthoquinone methyltransferase activity, transferase activity, methylation,;No_GO;menG/sll1653 (Protein) - TU272;Chr
10;All Replicates;4.886;0.731;-1;0;0;0.004;0.011;0.059;0.199;0.28;0.088;0.057;0.051;0.064;0.047;0.032;0.031;0.027;0.05;7;8.7072;2;7, 11;RNA;transcript;NA;sll1653;sll1653;menG;TU272;2-phytyl-1,4-benzoquinone methyltransferase;transcript;;TU272 (sll1653) - Transcr Unit;Chr
10;All Replicates;5.803;0.821;0.985;0;0;0.005;0.026;0.077;0.222;0.31;0.082;0.068;0.065;0.043;0.028;0.015;0.019;0.008;0.03;7;7.9045;1;7;RNA;mRNA;NA;slr0212;slr0212;metH;TU2913;5-methyltetrahydrofolate--homocysteine methyltransferase;methionine synthase activity, cytosol, zinc ion binding, methionine biosynthetic process, cobalamin binding, pteridine-containing compound metabolic process, cellular metabolic process, metal ion binding, cellular amino acid biosynthetic process, transferase activity, methylation, methyltransferase activity,;;metH/slr0212 (mRNA / CDS) - TU2913;Chr
9;All Replicates;30.088;0.925;0.999;0;0;0.017;0.064;0.31;0.43;0.133;0.03;0.009;0.004;0.001;0;0;0;0;0.001;6;5.7653;1;6;Protein;Protein;1195;slr0212;slr0212;metH;TU2913;5-methyltetrahydrofolate--homocysteine methyltransferase;methionine synthase activity, cytosol, zinc ion binding, methionine biosynthetic process, cobalamin binding, pteridine-containing compound metabolic process, cellular metabolic process, metal ion binding, cellular amino acid biosynthetic process, transferase activity, methylation, methyltransferase activity,;No_GO;metH/slr0212 (Protein) - TU2913;Chr
10;All Replicates;6.203;0.774;-1;0;0;0.004;0.022;0.076;0.208;0.289;0.083;0.074;0.07;0.05;0.033;0.02;0.022;0.026;0.023;7;8.1459;1;7;RNA;transcript;NA;slr0212, ssr0335, ssr0336;slr0212, ssr0335, ssr0336;metH, ssr0335, ssr0336;TU2913;5-methyltetrahydrofolate--homocysteine methyltransferase, unknown protein, hypothetical protein;transcript;;TU2913 (slr0212, ssr0335, ssr0336) - Transcr Unit;Chr
10;All Replicates;4.542;0.784;0.982;0;0;0.009;0.023;0.114;0.18;0.287;0.097;0.051;0.074;0.084;0.028;0.022;0.013;0.018;0;7;7.7747;2;7, 11;RNA;mRNA;NA;slr0649;slr0649;metS;TU2828;methionyl-tRNA synthetase;methionyl-tRNA aminoacylation, methionine-tRNA ligase activity, nucleotide binding, aminoacyl-tRNA ligase activity, ATP binding, tRNA aminoacylation for protein translation, ligase activity, metal ion binding, cytoplasm, translation,;;metS/slr0649 (mRNA / CDS) - TU2828;Chr
6;All Replicates;30.093;0.868;0.989;0;0;0.008;0.466;0.391;0.112;0.021;0.002;0.001;0;0;0;0;0;0;0;4;4.6801;1;4;Protein;Protein;532;slr0649;slr0649;metS;TU2828;methionyl-tRNA synthetase;methionyl-tRNA aminoacylation, methionine-tRNA ligase activity, nucleotide binding, aminoacyl-tRNA ligase activity, ATP binding, tRNA aminoacylation for protein translation, ligase activity, metal ion binding, cytoplasm, translation,;Nucleotide;metS/slr0649 (Protein) - TU2828;Chr
10;All Replicates;5.642;0.814;-1;0;0;0.007;0.023;0.087;0.149;0.244;0.124;0.085;0.103;0.069;0.041;0.039;0.014;0.014;0;7;8.1364;2;7, 10;RNA;transcript;NA;slr0649, slr0650;slr0649, slr0650;metS, slr0650;TU2828;methionyl-tRNA synthetase, hypothetical protein;transcript;;TU2828 (slr0649, slr0650) - Transcr Unit;Chr
10;All Replicates;4.103;0.528;0.977;0;0;0.006;0.033;0.066;0.163;0.24;0.099;0.058;0.088;0.059;0.032;0.067;0.035;0.022;0.033;7;8.6905;3;7, 10, 13;RNA;mRNA;NA;sll0927;sll0927;metX;TU335;S-adenosylmethionine synthetase;cytosol, methionine adenosyltransferase activity, ATP binding, S-adenosylmethionine biosynthetic process, transferase activity, cytoplasm, one-carbon metabolic process, metal ion binding, nucleotide binding, magnesium ion binding,;;metX/sll0927 (mRNA / CDS) - TU335;Chr
10;All Replicates;31.378;0.967;0.978;0;0;0.007;0.06;0.203;0.313;0.284;0.103;0.018;0.009;0.003;0;0;0;0;0;6;6.2553;1;6;Protein;Protein;409;sll0927;sll0927;metX;TU335;S-adenosylmethionine synthetase;cytosol, methionine adenosyltransferase activity, ATP binding, S-adenosylmethionine biosynthetic process, transferase activity, cytoplasm, one-carbon metabolic process, metal ion binding, nucleotide binding, magnesium ion binding,;Nucleotide;metX/sll0927 (Protein) - TU335;Chr
10;All Replicates;3.397;0.577;0.803;0;0.001;0.012;0.026;0.098;0.112;0.182;0.064;0.145;0.124;0.125;0.032;0.057;0.01;0.012;0;7;8.4604;3;7, 9, 11;RNA;mRNA;NA;slr1216;slr1216;mgtE;;Mg2+ transport protein;NA;;mgtE/slr1216 (mRNA / CDS);Chr
7;All Replicates;28.206;0.814;0.986;0;0.003;0.047;0.356;0.373;0.162;0.041;0.01;0;0.003;0.002;0.001;0.001;0;0;0.001;5;4.8766;1;5;Protein;Protein;463;slr1216;slr1216;mgtE;;Mg2+ transport protein;NA;No_GO;mgtE/slr1216 (Protein);Chr
5;All Replicates;22.658;0.58;0.913;0;0;0;0.864;0;0;0;0;0;0;0;0.054;0.049;0.033;0;0;4;5.2202;1;4;Protein;Protein;303;sll0817;sll0817;miaA;TU1737;tRNA delta-2-isopentenylpyrophosphate (IPP) transferase;tRNA dimethylallyltransferase activity, tRNA modification, tRNA processing, transferase activity, ATP binding, nucleotide binding,;Nucleotide;miaA/sll0817 (Protein) - TU1737;Chr
10;All Replicates;3.05;0.443;0.659;0;0;0.006;0.028;0.069;0.145;0.117;0.04;0.143;0.131;0.102;0.086;0.106;0.021;0.006;0;6;9.0222;3;6, 9, 13;RNA;mRNA;NA;sll0996;sll0996;miaB;TU631;hypothetical protein;4 iron, 4 sulfur cluster binding, tRNA methylthiolation, catalytic activity, tRNA modification, transferase activity, methylthiotransferase activity, iron-sulfur cluster binding, tRNA processing, metal ion binding, cytoplasm,;;miaB/sll0996 (mRNA / CDS) - TU631;Chr
6;All Replicates;23.56;0.625;0.928;0;0;0;0.42;0.228;0.114;0.177;0;0;0.054;0;0;0.006;0;0;0;4;5.3661;2;4, 7;Protein;Protein;451;sll0996;sll0996;miaB;TU631;hypothetical protein;4 iron, 4 sulfur cluster binding, tRNA methylthiolation, catalytic activity, tRNA modification, transferase activity, methylthiotransferase activity, iron-sulfur cluster binding, tRNA processing, metal ion binding, cytoplasm,;No_GO;miaB/sll0996 (Protein) - TU631;Chr
10;All Replicates;2.856;0.604;0.904;0.001;0.002;0.006;0.054;0.105;0.108;0.234;0.123;0.086;0.048;0.028;0.054;0.045;0.067;0.038;0;7;8.4228;2;7, 14.5;RNA;mRNA;NA;sll0288;sll0288;minC;TU3173;septum site-determining protein MinC;contractile ring localization, cell morphogenesis, regulation of cell cycle, regulation of cell septum assembly, cell division, division septum assembly, cell cycle, cell septum assembly,;;minC/sll0288 (mRNA / CDS) - TU3173;Chr
7;All Replicates;28.783;0.668;0.589;0.001;0.245;0.196;0.097;0.337;0.004;0;0;0;0.03;0.077;0.011;0;0;0;0.001;5;4.4748;3;2, 5, 11;Protein;Protein;247;sll0288;sll0288;minC;TU3173;septum site-determining protein MinC;contractile ring localization, cell morphogenesis, regulation of cell cycle, regulation of cell septum assembly, cell division, division septum assembly, cell cycle, cell septum assembly,;No_GO;minC/sll0288 (Protein) - TU3173;Chr
10;All Replicates;3.059;0.413;0.781;0;0.001;0.011;0.054;0.173;0.146;0.14;0.056;0.095;0.102;0.047;0.068;0.017;0.045;0.047;0;5;8.2536;3;5, 10, 12;RNA;mRNA;NA;sll0289;sll0289;minD;TU3172;septum site-determining protein MinD;membrane, contractile ring localization, negative regulation of cell division, ATPase activity, cytoplasmic side of plasma membrane, plasma membrane, cytosol, ATP binding, membrane, division septum assembly, nucleotide binding, cell cycle, cell division,;;minD/sll0289 (mRNA / CDS) - TU3172;Chr
4;All Replicates;30.783;0.948;0.993;0;0.007;0.24;0.528;0.141;0.051;0.019;0.006;0.002;0.002;0.001;0;0;0;0;0.002;4;4.1269;1;4;Protein;Protein;266;sll0289;sll0289;minD;TU3172;septum site-determining protein MinD;membrane, contractile ring localization, negative regulation of cell division, ATPase activity, cytoplasmic side of plasma membrane, plasma membrane, cytosol, ATP binding, membrane, division septum assembly, nucleotide binding, cell cycle, cell division,;Nucleotide;minD/sll0289 (Protein) - TU3172;Chr
10;All Replicates;4.184;0.73;-1;0;0;0.01;0.032;0.137;0.144;0.194;0.089;0.113;0.084;0.06;0.05;0.04;0.025;0.023;0;7;8.1469;2;7, 9;RNA;transcript;NA;sll0289, ssl0546;sll0289, ssl0546;minD, minE;TU3172;septum site-determining protein MinD, septum site-determining protein MinE;transcript;;TU3172 (sll0289, ssl0546) - Transcr Unit;Chr
10;All Replicates;1.883;0.679;0.829;0;0;0.014;0;0;0.154;0.226;0.103;0.12;0.162;0.123;0.047;0.051;0;0;0;7;8.6511;2;7, 10;RNA;mRNA;NA;ssl0546;ssl0546;minE;TU3172;septum site-determining protein MinE;regulation of division septum assembly, plasma membrane, division septum site selection, cell division, cell cycle,;;minE/ssl0546 (mRNA / CDS) - TU3172;Chr
4;All Replicates;28.776;0.753;0.998;0.001;0.009;0.306;0.485;0.134;0.059;0.002;0.002;0.001;0;0;0;0;0;0;0.001;4;3.9695;1;4;Protein;Protein;97;ssl0546;ssl0546;minE;TU3172;septum site-determining protein MinE;regulation of division septum assembly, plasma membrane, division septum site selection, cell division, cell cycle,;No_GO;minE/ssl0546 (Protein) - TU3172;Chr
10;All Replicates;4.636;0.82;0.941;0;0;0.003;0.016;0.037;0.143;0.286;0.121;0.068;0.067;0.066;0.06;0.059;0.036;0.039;0;7;8.731;1;7;RNA;mRNA;NA;sll0016;sll0016;mltA;TU2576;probable membrane-bound lytic transglycosylase A;NA;;mltA/sll0016 (mRNA / CDS) - TU2576;Chr
3;All Replicates;27.668;0.886;0.976;0;0.009;0.361;0.484;0.11;0.027;0.005;0;0.003;0;0;0;0;0;0;0;4;3.8161;1;4;Protein;Protein;383;sll0016;sll0016;mltA;TU2576;probable membrane-bound lytic transglycosylase A;NA;No_GO;mltA/sll0016 (Protein) - TU2576;Chr
10;All Replicates;2.462;0.486;0.883;0;0;0.003;0.006;0.196;0.113;0.321;0.095;0.057;0.048;0.042;0.038;0.046;0.035;0;0;7;7.7097;2;5, 7;RNA;3UTR;NA;sll0016-3UTR;sll0016;mltA;TU2576;probable membrane-bound lytic transglycosylase A;NA;;sll0016-3UTR (3'UTR) - TU2576;Chr
10;All Replicates;2.601;0.556;0.943;0;0;0;0.019;0.035;0.215;0.394;0.068;0.08;0.05;0.038;0.055;0.009;0.039;0;0;7;7.8072;2;7, 9;RNA;5UTR;NA;sll0016-5UTR;sll0016;mltA;TU2576;probable membrane-bound lytic transglycosylase A;NA;;sll0016-5UTR (5'UTR) - TU2576;Chr
13;All Replicates;2.701;0.05;0.453;0;0;0.014;0.103;0.045;0.058;0.032;0.059;0.078;0.115;0.15;0.021;0.064;0.075;0.061;0.125;11;10.6547;4;4, 11, 14.5, 18;RNA;mRNA;NA;slr0229;slr0229;mmsB;TU2657;3-hydroxyisobutyrate dehydrogenase;oxidoreductase activity, NADP binding, NAD binding, oxidation-reduction process,;;mmsB/slr0229 (mRNA / CDS) - TU2657;Chr
5;All Replicates;29.135;0.951;0.984;0;0.006;0.194;0.492;0.185;0.073;0.029;0.016;0.003;0.001;0;0;0;0;0;0;4;4.2979;1;4;Protein;Protein;290;slr0229;slr0229;mmsB;TU2657;3-hydroxyisobutyrate dehydrogenase;oxidoreductase activity, NADP binding, NAD binding, oxidation-reduction process,;No_GO;mmsB/slr0229 (Protein) - TU2657;Chr
10;All Replicates;5.736;0.718;0.987;0;0;0.005;0.015;0.058;0.195;0.261;0.104;0.068;0.061;0.071;0.056;0.038;0.025;0.025;0.021;7;8.493;2;7, 11;RNA;mRNA;NA;sll0844;sll0844;mnmA;TU1397;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase;tRNA wobble position uridine thiolation, tRNA processing, transferase activity, sulfurtransferase activity, RNA binding, cytoplasm, ATP binding, nucleotide binding, tRNA binding, tRNA modification,;;mnmA/sll0844 (mRNA / CDS) - TU1397;Chr
6;All Replicates;25.616;0.869;0.995;0;0.002;0.097;0.478;0.327;0.093;0;0.002;0;0;0;0;0;0.001;0;0;4;4.4249;1;4;Protein;Protein;358;sll0844;sll0844;mnmA;TU1397;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase;tRNA wobble position uridine thiolation, tRNA processing, transferase activity, sulfurtransferase activity, RNA binding, cytoplasm, ATP binding, nucleotide binding, tRNA binding, tRNA modification,;RNA;mnmA/sll0844 (Protein) - TU1397;Chr
10;All Replicates;1.876;0.343;0.813;0;0;0.015;0.07;0.025;0.115;0.349;0.011;0.092;0.152;0.036;0.049;0.021;0.015;0.049;0;7;8.3044;3;4, 7, 10;RNA;3UTR;NA;sll0844-3UTR;sll0844;mnmA;TU1397;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase;tRNA wobble position uridine thiolation, tRNA processing, transferase activity, sulfurtransferase activity, RNA binding, cytoplasm, ATP binding, nucleotide binding, tRNA binding, tRNA modification,;;sll0844-3UTR (3'UTR) - TU1397;Chr
10;All Replicates;1.948;0.549;0.84;0;0;0.003;0;0.101;0.121;0.185;0.084;0.127;0.124;0.111;0.038;0.073;0.034;0;0;7;8.7026;3;7, 9, 13;RNA;5UTR;NA;sll0844-5UTR;sll0844;mnmA;TU1397;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase;tRNA wobble position uridine thiolation, tRNA processing, transferase activity, sulfurtransferase activity, RNA binding, cytoplasm, ATP binding, nucleotide binding, tRNA binding, tRNA modification,;;sll0844-5UTR (5'UTR) - TU1397;Chr
1;All Replicates;24.665;0.747;0.934;0.022;0.274;0.357;0.249;0.037;0.019;0.037;0;0.005;0;0;0;0;0;0;0;3;3.2413;1;3;Protein;Protein;81;ssr1527;ssr1527;moaD;TU2925;probable molybdopterin [MPT] converting factor, subunit 1;NA;No_GO;moaD/ssr1527 (Protein) - TU2925;Chr
4;All Replicates;25.855;0.808;0.975;0;0.007;0.234;0.539;0.203;0.015;0;0;0;0;0;0;0;0;0;0.002;4;4.0086;1;4;Protein;Protein;145;slr0903;slr0903;moaE;TU2925;molybdopterin (MPT) converting factor, subunit 2;molybdopterin synthase activity, cytosol, Mo-molybdopterin cofactor biosynthetic process,;No_GO;moaE/slr0903 (Protein) - TU2925;Chr
10;All Replicates;4.32;0.844;0.969;0;0;0.007;0.028;0.148;0.195;0.247;0.091;0.073;0.098;0.043;0.035;0.018;0.01;0.005;0;7;7.5019;2;7, 10;RNA;mRNA;NA;slr0900;slr0900;moeA;TU2925;molybdopterin biosynthesis MoeA protein;molybdopterin molybdotransferase activity, molybdopterin adenylyltransferase activity, molybdopterin cofactor biosynthetic process, molybdenum incorporation into molybdenum-molybdopterin complex, Mo-molybdopterin cofactor biosynthetic process, cytosol, cytoplasm, metal ion binding, transferase activity,;;moeA/slr0900 (mRNA / CDS) - TU2925;Chr
8;All Replicates;28.203;0.802;0.987;0;0;0.004;0.135;0.469;0.264;0.046;0.009;0;0.004;0.069;0;0;0;0;0;5;5.6752;2;5, 11;Protein;Protein;390;slr0900;slr0900;moeA;TU2925;molybdopterin biosynthesis MoeA protein;molybdopterin molybdotransferase activity, molybdopterin adenylyltransferase activity, molybdopterin cofactor biosynthetic process, molybdenum incorporation into molybdenum-molybdopterin complex, Mo-molybdopterin cofactor biosynthetic process, cytosol, cytoplasm, metal ion binding, transferase activity,;No_GO;moeA/slr0900 (Protein) - TU2925;Chr
10;All Replicates;5.312;0.762;0.984;0;0.001;0.001;0.015;0.107;0.171;0.276;0.117;0.047;0.078;0.052;0.032;0.051;0.013;0.021;0.019;7;8.1871;2;7, 10;RNA;mRNA;NA;sll1536;sll1536;moeB;TU2120;molybdopterin biosynthesis MoeB protein;NA;;moeB/sll1536 (mRNA / CDS) - TU2120;Chr
6;All Replicates;32.735;0.981;0.995;0.002;0.019;0.108;0.413;0.298;0.103;0.033;0.012;0.005;0.004;0.002;0;0;0;0;0;4;4.5683;1;4;Protein;Protein;392;sll1536;sll1536;moeB;TU2120;molybdopterin biosynthesis MoeB protein;NA;No_GO;moeB/sll1536 (Protein) - TU2120;Chr
10;All Replicates;5.677;0.775;-1;0;0;0.002;0.018;0.13;0.183;0.26;0.108;0.045;0.071;0.048;0.033;0.051;0.015;0.02;0.017;7;8.0537;2;7, 10;RNA;transcript;NA;sll1536;sll1536;moeB;TU2120;molybdopterin biosynthesis MoeB protein;transcript;;TU2120 (sll1536) - Transcr Unit;Chr
10;All Replicates;3.437;0.512;0.852;0;0;0.004;0.025;0.216;0.243;0.203;0.055;0.028;0.043;0.038;0.039;0.056;0.026;0.011;0.011;6;7.5788;1;6;RNA;3UTR;NA;sll1536-3UTR;sll1536;moeB;TU2120;molybdopterin biosynthesis MoeB protein;NA;;sll1536-3UTR (3'UTR) - TU2120;Chr
10;All Replicates;3.121;0.537;0.798;0;0;0.001;0.047;0.18;0.07;0.244;0.103;0.102;0.046;0.106;0.013;0.028;0.003;0.056;0;7;8.0895;3;5, 7, 11;RNA;mRNA;NA;sll1667;sll1667;mom72;TU247;periplasmic protein, similar to mitochondrial outer membrane 72K protein;NA;;mom72/sll1667 (mRNA / CDS) - TU247;Chr
2;All Replicates;29.405;0.946;0.988;0;0.098;0.512;0.258;0.109;0.011;0.001;0;0;0;0;0;0;0;0;0.01;3;3.5684;1;3;Protein;Protein;266;sll1667;sll1667;mom72;TU247;periplasmic protein, similar to mitochondrial outer membrane 72K protein;NA;No_GO;mom72/sll1667 (Protein) - TU247;Chr
10;All Replicates;2.459;0.556;0.889;0;0;0.004;0.014;0.168;0.182;0.192;0.082;0.126;0.088;0.034;0.041;0.068;0;0;0;7;7.7749;3;7, 9, 13;RNA;mRNA;NA;slr1416;slr1416;morR;TU172;similar to MorR protein;NA;;morR/slr1416 (mRNA / CDS) - TU172;Chr
